LAMMPS data file. CGCMM style. atom_style atomic generated by VMD/TopoTools v1.8 on Thu Oct 05 16:00:08 +0330 2023
 3936 atoms
 0 bonds
 0 angles
 0 dihedrals
 0 impropers
 1 atom types
 0 bond types
 0 angle types
 0 dihedral types
 0 improper types
 -0.709001 99.969000  xlo xhi
 -0.000002 99.469946  ylo yhi
 -50.000000 50.000000  zlo zhi

# Pair Coeffs
#
# 1  CA

 Masses

 1 12.010700 # CA

 Atoms # atomic

1 1 0.000000 0.000000 0.000000 # CA
2 1 -0.709000 1.228024 0.000000 # CA
3 1 1.418000 0.000000 0.000000 # CA
4 1 2.127000 1.228024 0.000000 # CA
5 1 4.254000 0.000000 0.000000 # CA
6 1 3.545000 1.228024 0.000000 # CA
7 1 5.672000 0.000000 0.000000 # CA
8 1 6.381000 1.228024 0.000000 # CA
9 1 8.508000 0.000000 0.000000 # CA
10 1 7.799000 1.228024 0.000000 # CA
11 1 9.926000 0.000000 0.000000 # CA
12 1 10.635000 1.228024 0.000000 # CA
13 1 12.762000 0.000000 0.000000 # CA
14 1 12.053000 1.228024 0.000000 # CA
15 1 14.180000 0.000000 0.000000 # CA
16 1 14.889000 1.228024 0.000000 # CA
17 1 17.016001 0.000000 0.000000 # CA
18 1 16.306999 1.228024 0.000000 # CA
19 1 18.434000 0.000000 0.000000 # CA
20 1 19.143000 1.228024 0.000000 # CA
21 1 21.270000 0.000000 0.000000 # CA
22 1 20.561001 1.228024 0.000000 # CA
23 1 22.688000 0.000000 0.000000 # CA
24 1 23.396999 1.228024 0.000000 # CA
25 1 25.524000 0.000000 0.000000 # CA
26 1 24.815001 1.228024 0.000000 # CA
27 1 26.941999 0.000000 0.000000 # CA
28 1 27.650999 1.228024 0.000000 # CA
29 1 29.778000 0.000000 0.000000 # CA
30 1 29.069000 1.228024 0.000000 # CA
31 1 31.195999 0.000000 0.000000 # CA
32 1 31.905001 1.228024 0.000000 # CA
33 1 34.032001 0.000000 0.000000 # CA
34 1 33.323002 1.228024 0.000000 # CA
35 1 35.450001 0.000000 0.000000 # CA
36 1 36.159000 1.228024 0.000000 # CA
37 1 38.285999 0.000000 0.000000 # CA
38 1 37.577000 1.228024 0.000000 # CA
39 1 39.703999 0.000000 0.000000 # CA
40 1 40.412998 1.228024 0.000000 # CA
41 1 42.540001 0.000000 0.000000 # CA
42 1 41.831001 1.228024 0.000000 # CA
43 1 43.958000 0.000000 0.000000 # CA
44 1 44.667000 1.228024 0.000000 # CA
45 1 46.793999 0.000000 0.000000 # CA
46 1 46.084999 1.228024 0.000000 # CA
47 1 48.212002 0.000000 0.000000 # CA
48 1 48.921001 1.228024 0.000000 # CA
49 1 51.048000 0.000000 0.000000 # CA
50 1 50.339001 1.228024 0.000000 # CA
51 1 52.466000 0.000000 0.000000 # CA
52 1 53.174999 1.228024 0.000000 # CA
53 1 55.301998 0.000000 0.000000 # CA
54 1 54.592999 1.228024 0.000000 # CA
